 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
88,947,9,6,3094,3002,1532,0,343.7777778,673.6634504,1495,0,500.3333333,770.4701595,6437170.011,15839.49314,67.64285714,185.1554886,707,0,947,118.375,285.8205918,823,0,929,185.8,291.6499614,707,47,0,0,0,0,204,144,9503.695882,6335.797254,0,1532,381,675.3652839,456118.2667,0,0,0,1,0,0,0,0,0,406.4,343.7777778,500.3333333,204,0,0,0,0,0,0,9,3094,6,3002,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
389,8057,13,11,5772,958,1684,0,444,659.3371672,210,0,87.09090909,97.7644665,835298.4982,2978.776219,350.3043478,945.1247361,3820,1,8057,671.4166667,1285.487135,3921,1,7990,799,1445.504218,4095,3,0,0,0,0,284,244,1613.503786,1365.272434,0,1684,269.2,506.0784689,256115.4167,0,0,0,1,0,0,0,0,0,280.4166667,444,87.09090909,284,0,0,0,0,0,0,13,5772,11,958,8192,0,11,20,0,0,0,0,0,0,0,0,BENIGN
389,118018,25,19,5782,7092,1684,0,231.28,449.6640894,2634,0,373.2631579,672.3447233,109085.0548,372.8244844,2744.604651,12103.86301,57795,2,118018,4917.416667,16037.07698,57945,3,4045,224.7222222,329.2999358,1057,2,0,0,0,0,524,404,211.8320934,160.992391,0,2634,286.0888889,549.6059672,302066.7192,0,0,0,1,0,0,0,0,0,292.5909091,231.28,373.2631579,524,0,0,0,0,0,0,25,5782,19,7092,8192,2050,23,20,0,0,0,0,0,0,0,0,BENIGN
49184,2,1,1,6,6,6,6,6,0,6,6,6,0,6000000,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,500000,500000,6,6,6,0,0,1,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,0,253,0,20,0,0,0,0,0,0,0,0,BENIGN
59145,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,12300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,30016,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
389,125,2,2,414,326,207,207,207,0,163,163,163,0,5920000,32000,41.66666667,66.10849668,118,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,16000,16000,163,207,189.4,24.09979253,580.8,0,0,0,0,0,0,0,0,1,236.75,207,163,40,0,0,0,0,0,0,2,414,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
389,125,2,2,414,326,207,207,207,0,163,163,163,0,5920000,32000,41.66666667,66.97263123,119,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,16000,16000,163,207,189.4,24.09979253,580.8,0,0,0,0,0,0,0,0,1,236.75,207,163,64,0,0,0,0,0,0,2,414,2,326,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
59153,89,1,1,6,6,6,6,6,0,6,6,6,0,134831.4607,22471.91011,89,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,11235.95506,11235.95506,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0,0,0,0,0,0,0,0,BENIGN
59149,20,1,1,6,6,6,6,6,0,6,6,6,0,600000,100000,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,50000,50000,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,286,256,0,20,0,0,0,0,0,0,0,0,BENIGN
88,35,1,4,6,24,6,6,6,0,6,6,6,0,857142.8571,142857.1429,8.75,15.5,32,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,20,80,28571.42857,114285.7143,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0,BENIGN
88,48,1,4,6,24,6,6,6,0,6,6,6,0,625000,104166.6667,12,22,45,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,20,80,20833.33333,83333.33333,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0,BENIGN
88,49,1,4,6,24,6,6,6,0,6,6,6,0,612244.898,102040.8163,12.25,22.5,46,1,0,0,0,0,0,48,16,25.98076211,46,1,0,0,0,0,20,80,20408.16327,81632.65306,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,255,0,0,20,0,0,0,0,0,0,0,0,BENIGN
59150,69,1,1,6,6,6,6,6,0,6,6,6,0,173913.0435,28985.50725,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14492.75362,14492.75362,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,286,256,0,20,0,0,0,0,0,0,0,0,BENIGN
49184,13,3,0,18,0,6,6,6,0,0,0,0,0,1384615.385,230769.2308,6.5,7.778174593,12,1,13,6.5,7.778174593,12,1,0,0,0,0,0,0,0,0,0,60,0,230769.2308,0,6,6,6,0,0,1,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,0,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
389,27,1,3,6,18,6,6,6,0,6,6,6,0,888888.8889,148148.1481,9,13.85640646,25,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,20,60,37037.03704,111111.1111,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,254,0,0,20,0,0,0,0,0,0,0,0,BENIGN
135,46,1,3,6,18,6,6,6,0,6,6,6,0,521739.1304,86956.52174,15.33333333,22.27853975,41,1,0,0,0,0,0,5,2.5,2.121320344,4,1,0,0,0,0,20,60,21739.13043,65217.3913,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,253,2051,0,20,0,0,0,0,0,0,0,0,BENIGN
49666,22,1,3,6,18,6,6,6,0,6,6,6,0,1090909.091,181818.1818,7.333333333,10.96965511,20,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,20,60,45454.54545,136363.6364,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,251,2048,0,20,0,0,0,0,0,0,0,0,BENIGN
49671,40,1,3,6,18,6,6,6,0,6,6,6,0,600000,100000,13.33333333,21.36195996,38,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,20,60,25000,75000,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,251,2047,0,20,0,0,0,0,0,0,0,0,BENIGN
49156,45,1,2,6,12,6,6,6,0,6,6,6,0,400000,66666.66667,22.5,30.40559159,44,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,20,40,22222.22222,44444.44444,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,2051,253,0,20,0,0,0,0,0,0,0,0,BENIGN
49182,52,1,1,6,6,6,6,6,0,6,6,6,0,230769.2308,38461.53846,52,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19230.76923,19230.76923,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,251,256,0,20,0,0,0,0,0,0,0,0,BENIGN
49157,91,1,2,6,12,6,6,6,0,6,6,6,0,197802.1978,32967.03297,45.5,4.949747468,49,42,0,0,0,0,0,49,49,0,49,49,0,0,0,0,20,40,10989.01099,21978.02198,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,2048,251,0,20,0,0,0,0,0,0,0,0,BENIGN
49159,21,1,2,6,12,6,6,6,0,6,6,6,0,857142.8571,142857.1429,10.5,13.43502884,20,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,20,40,47619.04762,95238.09524,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,2047,251,0,20,0,0,0,0,0,0,0,0,BENIGN
443,60684367,14,12,980,3434,590,0,70,161.0905145,1615,2,286.1666667,589.1466608,72.73701973,0.428446423,2427374.68,4335134.905,10000000,85,60700000,4668028.231,5191187.911,10100000,181,60600000,5509170.273,5231475.662,10100000,223,0,0,0,0,292,244,0.23070192,0.197744503,0,1615,163.4814815,415.3345612,172502.7977,0,0,0,1,0,0,0,0,0,169.7692308,70,286.1666667,292,0,0,0,0,0,0,14,980,12,3434,8192,31270,13,20,128372.5,110833.81,354611,83049,9985664.333,39205.1325,10000000,9918646,BENIGN
80,115991065,16,14,513,802,429,0,32.0625,105.8605805,796,0,57.28571429,212.6226085,11.33708014,0.258640612,3999691.897,4883947.269,10000000,91,116000000,7732737.667,4139359.95,10000000,138,110000000,8488600.769,3761805.395,10000000,1164,0,0,0,0,332,424,0.13794166,0.120698952,0,796,42.41935484,159.417225,25413.85161,0,0,0,1,0,0,0,0,0,43.83333333,32.0625,57.28571429,332,0,0,0,0,0,0,16,513,14,802,8192,288,15,20,30777.27273,23700.34071,102236,23508,10000000,15003.55778,10000000,9958434,BENIGN
53,23116,1,1,51,136,51,51,51,0,136,136,136,0,8089.634885,86.5201592,23116,0,23116,23116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,43.2600796,43.2600796,51,136,79.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,119,51,136,32,0,0,0,0,0,0,1,51,1,136,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,46514,1,1,56,188,56,56,56,0,188,188,188,0,5245.732468,42.99780711,46514,0,46514,46514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,21.49890356,21.49890356,56,188,100,76.21023553,5808,0,0,0,0,0,0,0,0,1,150,56,188,20,0,0,0,0,0,0,1,56,1,188,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
7725,15,11,0,704,0,64,64,64,0,0,0,0,0,46900000,733333.3333,1.5,1.58113883,6,1,15,1.5,1.58113883,6,1,0,0,0,0,0,0,0,0,0,220,0,733333.3333,0,64,64,64,0,0,0,0,0,0,0,0,0,0,0,69.81818182,64,0,220,0,0,0,0,0,0,11,704,0,0,-1,-1,10,20,0,0,0,0,0,0,0,0,BENIGN
53,185,2,2,80,272,40,40,40,0,136,136,136,0,1902702.703,21621.62162,61.66666667,101.6136474,179,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,10810.81081,10810.81081,40,136,78.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,98,40,136,64,0,0,0,0,0,0,2,80,2,272,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,46991,2,2,90,354,45,45,45,0,177,177,177,0,9448.61782,85.12268307,15663.66667,27125.07035,46985,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,42.56134153,42.56134153,45,177,97.8,72.29937759,5227.2,0,0,0,0,0,0,0,0,1,122.25,45,177,40,0,0,0,0,0,0,2,90,2,354,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,23502,2,2,80,250,40,40,40,0,125,125,125,0,14041.35818,170.198281,7834,13561.95782,23494,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,85.0991405,85.0991405,40,125,74,46.55641739,2167.5,0,0,0,0,0,0,0,0,1,92.5,40,125,64,0,0,0,0,0,0,2,80,2,250,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,254094,8,7,1787,4835,885,0,223.375,320.4460897,1460,0,690.7142857,654.6606536,26061.22144,59.03327115,18149.57143,23767.24897,56282,4,254094,36299.14286,24990.71765,56587,4,206975,34495.83333,26651.94449,56650,196,0,0,0,0,172,152,31.48441128,27.54885987,0,1460,413.875,534.6885542,285891.85,0,0,0,1,0,0,0,0,0,441.4666667,223.375,690.7142857,172,0,0,0,0,0,0,8,1787,7,4835,8192,256,7,20,0,0,0,0,0,0,0,0,BENIGN
465,289,3,0,49,0,37,6,16.33333333,17.89785834,0,0,0,0,169550.173,10380.62284,144.5,136.4716088,241,48,289,144.5,136.4716088,241,48,0,0,0,0,0,0,0,0,0,60,0,10380.62284,0,6,37,13.75,15.5,240.25,0,0,0,0,1,0,0,0,0,18.33333333,16.33333333,0,60,0,0,0,0,0,0,3,49,0,0,255,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
443,311490,11,11,2823,10739,1460,0,256.6363636,446.2230995,1460,0,976.2727273,638.9802956,43539.11843,70.62827057,14832.85714,21683.35627,54423,6,311490,31149,26906.73007,57807,32,262138,26213.8,25588.11955,57015,48,0,0,0,0,232,232,35.31413529,35.31413529,0,1460,589.6521739,649.6825525,422087.419,0,0,0,1,0,0,0,0,1,616.4545455,256.6363636,976.2727273,232,0,0,0,0,0,0,11,2823,11,10739,8192,256,10,20,0,0,0,0,0,0,0,0,BENIGN
443,304666,11,9,7153,5407,2920,0,650.2727273,1007.305623,1541,0,600.7777778,713.7115625,41225.47314,65.64565787,16035.05263,22392.92042,53193,27,304666,30466.6,25969.37179,54244,50,257078,32134.75,25058.32292,57636,208,0,0,0,0,232,192,36.10511183,29.54054604,0,2920,598.0952381,854.6768339,730472.4905,0,0,0,1,0,0,0,0,0,628,650.2727273,600.7777778,232,0,0,0,0,0,0,11,7153,9,5407,8192,256,10,20,0,0,0,0,0,0,0,0,BENIGN
49189,63,1,1,6,6,6,6,6,0,6,6,6,0,190476.1905,31746.03175,63,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15873.01587,15873.01587,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,256,0,20,0,0,0,0,0,0,0,0,BENIGN
49190,41,1,1,6,6,6,6,6,0,6,6,6,0,292682.9268,48780.4878,41,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,24390.2439,24390.2439,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,252,0,20,0,0,0,0,0,0,0,0,BENIGN
53,318068,1,1,57,233,57,57,57,0,233,233,233,0,911.7547191,6.28796358,318068,0,318068,318068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.14398179,3.14398179,57,233,115.6666667,101.6136474,10325.33333,0,0,0,0,0,0,0,0,1,173.5,57,233,20,0,0,0,0,0,0,1,57,1,233,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,318608,2,2,92,444,46,46,46,0,222,222,222,0,1682.318084,12.55461256,106202.6667,183942.3524,318601,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,6.277306282,6.277306282,46,222,116.4,96.39917012,9292.8,0,0,0,0,0,0,0,0,1,145.5,46,222,40,0,0,0,0,0,0,2,92,2,444,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
1900,6027484,88,0,11704,0,133,133,133,0,0,0,0,0,1941.772056,14.5997899,69281.42529,421621.0647,2796458,1,6027484,69281.42529,421621.0647,2796458,1,0,0,0,0,0,0,0,0,0,1760,0,14.5997899,0,133,133,133,0,0,0,0,0,0,0,0,0,0,0,134.5113636,133,0,1760,0,0,0,0,0,0,88,11704,0,0,-1,-1,87,20,0,0,0,0,0,0,0,0,BENIGN
49191,63,1,1,6,6,6,6,6,0,6,6,6,0,190476.1905,31746.03175,63,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15873.01587,15873.01587,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,256,0,20,0,0,0,0,0,0,0,0,BENIGN
49666,42,1,3,6,18,6,6,6,0,6,6,6,0,571428.5714,95238.09524,14,20.80865205,38,1,0,0,0,0,0,4,2,1.414213562,3,1,0,0,0,0,20,60,23809.52381,71428.57143,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,253,2051,0,20,0,0,0,0,0,0,0,0,BENIGN
80,99786673,29,32,1795,52708,291,0,61.89655172,112.6661772,3226,0,1647.125,808.1088137,546.1951818,0.611304077,1663111.217,11300000,87400000,6,99800000,3563809.75,16500000,87400000,21,12300000,395548.3871,1105555.461,5092642,47,0,0,0,0,592,652,0.290619971,0.320684106,0,3226,879.0806452,988.5814858,977293.354,0,0,0,1,0,0,0,0,1,893.4918033,61.89655172,1647.125,592,0,0,0,0,0,0,29,1795,32,52708,8192,1114,28,20,94506,0,94506,94506,5004365,0,5004365,5004365,BENIGN
49162,18,1,2,6,12,6,6,6,0,6,6,6,0,1000000,166666.6667,9,11.3137085,17,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,20,40,55555.55556,111111.1111,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,2051,253,0,20,0,0,0,0,0,0,0,0,BENIGN
135,57,1,3,6,18,6,6,6,0,6,6,6,0,421052.6316,70175.4386,19,29.46183973,53,1,0,0,0,0,0,4,2,1.414213562,3,1,0,0,0,0,20,60,17543.85965,52631.57895,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,253,2051,0,20,0,0,0,0,0,0,0,0,BENIGN
49671,39,1,3,6,18,6,6,6,0,6,6,6,0,615384.6154,102564.1026,13,19.07878403,35,1,0,0,0,0,0,4,2,1.414213562,3,1,0,0,0,0,20,60,25641.02564,76923.07692,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,251,2053,0,20,0,0,0,0,0,0,0,0,BENIGN
49157,69,1,2,6,12,6,6,6,0,6,6,6,0,260869.5652,43478.26087,34.5,19.09188309,48,21,0,0,0,0,0,48,48,0,48,48,0,0,0,0,20,40,14492.75362,28985.50725,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,2051,253,0,20,0,0,0,0,0,0,0,0,BENIGN
49158,63,1,2,6,12,6,6,6,0,6,6,6,0,285714.2857,47619.04762,31.5,23.33452378,48,15,0,0,0,0,0,48,48,0,48,48,0,0,0,0,20,40,15873.01587,31746.03175,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,2053,251,0,20,0,0,0,0,0,0,0,0,BENIGN
88,2625,9,6,3186,3184,1593,0,354,702.4469731,1592,0,530.6666667,822.105265,2426666.667,5714.285714,187.5,427.9729952,1471,2,2625,328.125,566.7736856,1471,2,1064,212.8,353.9501377,833,2,0,0,0,0,304,208,3428.571429,2285.714286,0,1593,398.125,712.1876976,507211.3167,0,0,0,1,0,0,0,0,0,424.6666667,354,530.6666667,304,0,0,0,0,0,0,9,3186,6,3184,29200,260,2,32,0,0,0,0,0,0,0,0,BENIGN
53,185,2,2,64,158,32,32,32,0,79,79,79,0,1200000,21621.62162,61.66666667,105.077749,183,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,10810.81081,10810.81081,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,139,2,2,64,96,32,32,32,0,48,48,48,0,1151079.137,28776.97842,46.33333333,74.19119445,132,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,14388.48921,14388.48921,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,149,2,2,88,188,44,44,44,0,94,94,94,0,1852348.993,26845.63758,49.66666667,79.96457549,142,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,13422.81879,13422.81879,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,36,1,4,0,12,0,0,0,0,6,0,3,3.464101615,333333.3333,138888.8889,9,14.69693846,31,1,0,0,0,0,0,5,1.666666667,1.154700538,3,1,0,0,0,0,32,104,27777.77778,111111.1111,0,6,2,3.098386677,9.6,0,0,0,0,1,1,0,0,4,2.4,0,3,32,0,0,0,0,0,0,1,0,4,12,253,0,0,32,0,0,0,0,0,0,0,0,BENIGN
53,149,2,2,64,96,32,32,32,0,48,48,48,0,1073825.503,26845.63758,49.66666667,79.96457549,142,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,13422.81879,13422.81879,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,149,2,2,102,224,51,51,51,0,112,112,112,0,2187919.463,26845.63758,49.66666667,80.82903769,143,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,13422.81879,13422.81879,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,154,2,2,88,188,44,44,44,0,94,94,94,0,1792207.792,25974.02597,51.33333333,82.85127237,147,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,12987.01299,12987.01299,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,177,2,2,88,188,44,44,44,0,94,94,94,0,1559322.034,22598.87006,59,95.26279442,169,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,11299.43503,11299.43503,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,206,2,2,88,188,44,44,44,0,94,94,94,0,1339805.825,19417.47573,68.66666667,112.0059522,198,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,9708.737864,9708.737864,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,151,2,2,88,188,44,44,44,0,94,94,94,0,1827814.57,26490.06623,50.33333333,81.98373822,145,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,13245.03311,13245.03311,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,151,2,2,102,224,51,51,51,0,112,112,112,0,2158940.397,26490.06623,50.33333333,81.11925378,144,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,13245.03311,13245.03311,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,174,2,2,88,188,44,44,44,0,94,94,94,0,1586206.897,22988.50575,58,93.53074361,166,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,11494.25287,11494.25287,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,975,2,2,2944,674,1472,1472,1472,0,337,337,337,0,3710769.231,4102.564103,325,555.122509,966,4,5,5,0,5,5,4,4,0,4,4,0,0,0,0,64,64,2051.282051,2051.282051,337,1472,1018,621.6651028,386467.5,0,0,0,0,0,0,0,0,1,1272.5,1472,337,64,0,0,0,0,0,0,2,2944,2,674,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,189,2,2,64,158,32,32,32,0,79,79,79,0,1174603.175,21164.02116,63,107.3871501,187,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,10582.01058,10582.01058,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,269,2,2,64,158,32,32,32,0,79,79,79,0,825278.8104,14869.88848,89.66666667,114.5483886,219,1,1,1,0,1,1,49,49,0,49,49,0,0,0,0,64,64,7434.944238,7434.944238,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,165,2,2,88,188,44,44,44,0,94,94,94,0,1672727.273,24242.42424,55,90.06664199,159,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12121.21212,12121.21212,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,170,2,2,102,224,51,51,51,0,112,112,112,0,1917647.059,23529.41176,56.66666667,92.95339334,164,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,11764.70588,11764.70588,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,371,2,2,364,358,182,182,182,0,179,179,179,0,1946091.644,10781.67116,123.6666667,208.1353726,364,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,5390.83558,5390.83558,179,182,180.8,1.643167673,2.7,0,0,0,0,0,0,0,0,1,226,182,179,64,0,0,0,0,0,0,2,364,2,358,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
